"sentence	label	source"
"As a consequence, confounding effects such as reputation building through punishment or strategic reasons for punishing to increase cooperation in repeated interactions, as shown by Gächter et al. (2004) and Gächter and Herrmann (2009), can be excluded and a clear theoretical benchmark for standard preferences can be derived.	3	ssc"
"We argue and show that an important reason why people apply the do-no-harm principle to their use of sanctions is because they feel personally responsible for the harm done.	2	ssc"
"The institutional mechanism implemented in Study 1 is richer than an ultimatum game and simultaneously changes the incentive structure depending on the priors of the participants: if players believe that others will contribute at levels just above the lowest current contributor, and believe that others believe this, pure self-interest will generate the observed ratchet pattern.	3	ssc"
"Fear is associated with the goal to avoid risk, which in a social dilemma induces a tendency to avoid exploitation or loss.	2	ssc"
"This implies that conflict increases parochialism both by increasing preferences for in-group cooperation, and by decreasing preferences for out-group cooperation.	3	ssc"
"The mutuality of the response improves the prognosis for the couple's staying together.	3	ssc"
"My understanding of people's ideas about cooperation in Kamchatka was significantly enhanced by the opportunity to refer back to the game when explaining my thoughts and posing my questions.	2	ssc"
"The employers appeal to the strong reciprocity of the workers by being more generous as  the desired effort level becomes more costly to the worker.	3	ssc"
"We also find that the level of contribution under different default options is sensitive to the type of the public goods game employed.	2	ssc"
"When communication within teams is possible communication is an efficient means to coordinate team members' efforts at higher levels and to reduce the free-rider problem within teams.	3	ssc"
"Specifically, highly extrinsic primary participants tended to select other materialists as peers to participate in the study.	1	ssc"
"A number of studies have argued that survey-based measures have to be treated with caution in the CDD context and that this may explain the mixed evidence on CDD and social capital in the first place (Avdeenko & Gilligan, 2015;Ban et al., 2015;Mansuri & Rao, 2013;Wong, 2012).	2	ssc"
"Mason et al. (1991, p. 228) comment that ``[k]nowing the gender of a rival may have crystallized gender motivated dierences in behavior causing such dierences to persist and apparently become more pronounced over time.	2	ssc"
"Both the Outcome for Others and the Equality of Outcomes depend on others, meaning when the total group is greater than two people, these others' properties are combinations of multiple people's behaviors, not just a single individual's behavior.	1	ssc"
"The binary-choice is used because there is no a priori way of determining whether a second decider will interpret a given level of cooperation by the first decider in the continuous cooperation/sequential version as 'cooperative' or 'non-cooperative'.	2	ssc"
"Replications with people from other age groups or nations would help to establish the generalizability of these findings, which is important to do because researchers have suggested that apologies and offers of compensation are species-typical ways of promoting forgiveness (e.g., fcfullough, 2008;fcfullough, Kurzban, et al., 2010).	1	ssc"
"The conventional result of increasing reciprocity with increasing sender's trust is clearly the case for strongly pro-social individuals.	3	ssc"
"To summarize, discrimination occurs as an outcome of intergroup bias where the discrimination is not a result of hostility toward out-group members, but is rather a result of in-group loving.	3	ssc"
"interactions reduce the degree of control in the experiment because it is difficult to assess whether appearances, show banter, and the like influence observed decisions.	3	ssc"
"Alternately (or additionally) she may value the public good or charity itself and, believing that contribution levels are strategic complements, give more to influence others to give more.	2	ssc"
"More intelligent subjects were significantly more likely to vote for whichever of FS or IS was associated with higher earnings ex post.	1	ssc"
"There are indications that the unequal range of pay-off accelerated the observed trends rather than reversing them.	1	ssc"
"Selfish players may choose to reveal private information through costless and non-binding communication or cheap talk; such revelation can lead to efficiency gains, as shown by Crawford and Sobel (1982).	2	ssc"
"It relies on the idea that people react to unfair intentions by sacrificing a part of their payoffs in order to punish others, even when there are no reputation gains from doing so (Rabin 1993;Falk and Fischbacher 2006).	3	ssc"
"Because the approach of pausing first-order collective action for multiple punishment stages has been explored extensively by others and because situations that it may fail to mirror well strike us as common and important, we study higher-order punishment in a repeated play dilemma game with the constraint that the number of punishment stages not exceed the number of contribution stages by more than a factor of two.	2	ssc"
"Outside the laboratory, partner preferences and time constraints typically inhibit equal rates of interaction between group members, the result being that people (and other social animals) interact with some individuals more than others.	1	ssc"
"The absence of an end-game effect or of a negative time trend in these groups is remarkable and offers evidence that unobservable sanctions can have a long-term impact on cooperation.	2	ssc"
"The extent of individual cooperation tends to be higher among high-identifying individuals, either because they place greater value in the good itself (De Cremer & Van Vugt, in press;Kerr, 1996), because they have greater trust in the cooperative intentions of fellow group members (Brann & Foddy, 1987;Brewer & Kramer, 1986;Kramer & Brewer, 1984), or both.	1	ssc"
"This is because probability theory will predict that individuals will not allocate higher weight to any particular numbers, because the probability of winning should be the same for all numbers.	1	ssc"
"This idea can be linked to the one in Kreps, Milgrom, Roberts, and Wilson (1982): if fully rational and egoistic individuals have the faintest suspicion they might be interacting with tit-fortat players, there is room for cooperative equilibria.	2	ssc"
"Instead, Andreoni (1995), among others, has suggested that this decrease might be due to ""frustrated attempts at kindness.""	2	ssc"
"However, if each individual attempts to maximize his or her self-interest, the collective outcome will be less desirable than if each individual attempts to maximize the collective interest (Dawes, 1980).	2	ssc"
"Working together on a team-building task enhanced cooperative tendencies even with little or no financial incentive for performing the task.	3	ssc"
"For if such a 'high-trust' society were characterized by the existence of many separate groups producing public goods with negative externalities for each other, the overall result would likely be worse than would have been the case had trust been low.	2	ssc"
"Our result suggests that the selfish prediction is prone to deviations when the equilibrium results in unequal distributions of payoffs, and there are alternative outcomes that increase both equality and the payoff of the disadvantaged party.	2	ssc"
"However, we believe that excludability can (and does) provide an effective, low-cost way to induce cooperation, increase efficiency and support team production in social dilemmas and related situations.	2	ssc"
"When people do not know the victims and have little if any positive regard for them, their donation behavior may be influenced primarily by criteria that they apply independently of their feelings of sympathy or empathy.	2	ssc"
"As actors participate in the production of public goods, processes of social comparison may affect the decisions about the individual contributions as well as the endogenously changing structure of an underlying social network.	2	ssc"
"Since the same presentation of information was used in her experiment, significant positive effects of trust on group size was observed even in the experimental situation where only this minimal information about others' behavior was presented.	1	ssc"
