sentence,label
"An increase in BMI appeared to have a predictive value for CVD mortality, especially when used in combination with baseline BMI level.",2
"Individuals who participated in RE during cancer survival had a lower risk for all-cause mortality, and the association was stronger in older individuals.",2
"Among hypertensive patients with coronary artery disease, chronic self-reported use of NSAIDs was associated with an increased risk of adverse events during long-term follow-up.",2
"In this longitudinal population-based study, we found that, after adjustment for familial confounding, epilepsy was not associated with increased risk of violent crime, questioning expert opinion that has suggested a causal relationship",0
Chronic renal insufficiency of varying stages is an independent predictor of in-hospital morbidity and mortality.,2
"A nurse-designed screening and care model did not increase routine screening or referrals, but achieved significantly increased safety planning over 36 months among postpartum women.",2
"Among persons enrolled in the World Trade Center Health Registry, there was an excess risk for prostate cancer, thyroid cancer, and myeloma in 2007-2008 compared with that for New York State residents; however, these findings were based on a small number of events and multiple comparisons.",2
"In this large study, greater adherence to the Mediterranean diet was associated with longer telomeres.",2
N-acetyl side-chains of acute phase proteins and high-sensitivity C-reactive protein were not associated with breast cancer.,0
"In this prospective cohort of male US health professionals, higher adherence to the aMed, AHEI-2010 and DASH diets was associated with lower risk of symptomatic gallstone disease",1
Our findings showed that children with possible developmental coordination disorder were at greater risk of overweight and obesity than children without the disorder.,2
Moderate alcohol consumption is not associated with reduced all-cause mortality in older adults,0
"Among patients with incident acute myocardial infarction without prior cardiovascular disease, in-hospital mortality was inversely related to the number of coronary heart disease risk factors.",1
"In LN-negative diseases, the relationship between tumor size and BCSM was piecewise.",0
Research suggests that income inequality is inversely associated with health.,1
"Educational attainment was inversely associated with the lifetime risk of CVD, regardless of other important socioeconomic characteristics.",1
"Among women with private health insurance who had an induced abortion, performance of the abortion in an ambulatory surgical center compared with an office-based setting was not associated with a significant difference in abortion-related morbidities and adverse events.",0
We found that family affluence had a linear association with health-enhancing behaviours and a roughly U-shaped association with health-compromising behaviours,1
"Bilateral oophorectomy is associated with a higher risk of multimorbidity, even
after adjustment for conditions present at baseline and for several possible confounders.",1
"GH is not critical for the maintenance of basal serum FGF21 levels in humans, but circulating FGF21 levels increase following administration of GH to healthy individuals.",2
"Overweight and obesity are associated with an increased incidence of CKD in metabolically healthy young and
middle-aged participants",1
"In a cohort of patients with newly diagnosed nonmetastatic
prostate cancer, the use of ADT was significantly associated with an increased risk of AKI.",1
"The drinking habits among adults during midlife affect the atherosclerotic process and sustained
heavy drinking is associated with an increased cIMT compared to stable moderate drinkers",1
"Among women age 30–44 years of age without a history of infertility, who had been trying to conceive for 3 months or less, biomarkers indicating diminished ovarian reserve, compared to normal ovarian reserve, were not associated with reduced fertility.",1
"Among adolescents followed up over 2 years, there was a
statistically significant but modest association between higher frequency of digital media use
and subsequent symptoms of ADHD",1
"Rates of potentially unsafe prescribing are significantly higher among dual-using
veterans with dementia compared to VA-only prescription users",1
"Among people reporting any activity, there was an inverse dose-response relationship between proportion of vigorous activity and mortality.",2
We found no survival benefit from early initiation of dialysis.,3
"Birth
before 32 weeks is associated with increased risk of cerebrovascular disease in young adulthood",1
"Among 454 patients who were randomized (mean age, 61.1 years; women, 54.8%; mean baseline hemoglobin level, 9.1 g/dL), 96.3% completed the trial. At week 12, the number of hemoglobin responders was significantly greater for ferric carboxymaltose vs placebo (92.2% [200 patients] for the ferric carboxymaltose group vs 54.0% [115 patients] for the placebo group; absolute difference, 38.2% [95% CI, 33.6%-42.8%]; P = .001).",1
"Genetic predisposition to elevated LDL-C was associated with presence of aortic valve calcium and incidence of aortic stenosis, providing evidence supportive of a causal association between LDL-C and aortic valve disease.",3
"Among hypertensive patients with coronary artery disease, chronic self-reported use of NSAIDs was associated with an increased risk of adverse events during long-term
follow-up",1
"Higher recreational and non-recreational physical activity was associated with a lower risk of mortality and CVD events in individuals from low-income, middle-income, and high-income countries. Increasing physical activity is a simple, widely applicable, low cost global strategy that could reduce deaths and CVD in middle age.",1
"In a large cohort of acute myocardial infarction patients, preexisting diabetes was associated with an increased risk of cardiogenic shock and worse outcomes in those with cardiogenic shock.",1
"Because prior studies have shown that older patients with sporadic
hypercholesterolemia do not show higher incidence of mild cognitive impairment, the findings
presented here suggest that early exposure to elevated cholesterol or LDL receptors dysfunction may
be risk factors for mild cognitive impairment.",1
"High-grade prostate cancer was more common in the finasteride group than in the placebo group, but after 18 years of follow-up, there was no significant between-group difference in the rates of overall survival or survival after the diagnosis of prostate cancer.",3
"The vital exhaustion score was associated with a higher risk of heart failure in a dose-response manner (P < 0.002), with high vital exhaustion being associated with a 2-fold higher risk of heart failure in both men (hazard ratio 1⁄4 1.93, 95% confidence interval: 1.20, 3.10) and women (hazard ratio 1⁄4 2.56, 95% confidence interval: 1.80, 3.65).",2
Severe maternal hearing loss is associated with significantly increased adolescent distress,1
"Our analysis did not find a significant teratogenic
effect from maternal use of statins in the first trimester",1
"In women undergoing external cephalic version (ECV) for breech presentation, uterine relaxation with fenoterol increases the rate of cephalic presentation 30 minutes after the procedure.",3
"Even moderate overweight in young adulthood increases all-cause mortality and mortality after the diagnosis of CHD, stroke and cancer in men",3
"No associations were observed with intake of carbohydrates, protein, or total fat",0
The risk of MI in women is associated with DNA methylation marks at specific loci previously shown to be sensitive to prenatal conditions. This observation may reflect a developmental component of MI.,2
"LBW is associated with infant and later child and adolescent mortality, with perinatal factors
and congenital malformations explaining many of the deaths.",1
This study indicates that prenatal SSRI exposure may not be causally related to offspring birth size.,0
Our study showed that paternal age was associated with the relative rate of stillbirth in a J-shaped manner with the highest hazard ratios among fathers aged more than 40 years.,2
"Cigarette smoke results in acute endothelial damage, vascular and systemic inflammation, and indicators of the cellular aging processes in otherwise healthy nonsmokers. Pretreatment with red wine was preventive.",2
"We found an increased risk of bladder cancer among never smokers who were heavy filtered or total coffee consumers, and an increased risk of stomach cancer in never smokers who were heavy boiled coffee consumers.",1
"The two-dose 4CMenB priming schedule was highly eff ective in preventing MenB disease in infants.
Cases in vaccine-eligible infants halved in the fi rst 10 months of the programme",3
The lack of association between alcohol and hypertension in the majority of this socioeconomically diverse cohort is not definitive,0
Lower levels of cardiorespiratory fitness (CRF) and higher resting heart rate (RHR) are linked with greater cardiovascular disease (CVD) and all-cause mortality.,2
Healthcare costs are significantly different between the patients with and without caregiver in all three periods.,3
"Hence, in the acute inpatient rehabilitation setting, a larger dose of physiotherapy and occupational therapy, via six versus five days/week treatment, improves patient outcomes and potentially reduces overall length of stay and costs.",3
Fetal reduction to twins and singletons was not associated with a decreased risk of serious neonatal morbidity or perinatal death.,0
"In our study, HVBP was not associated with improvements in measures of clinical process or patient experience and was not associated with significant reductions in two of three mortality measures.",0
We found that the risk of teen induced abortion was higher among daughters whose mother had had an induced abortion.,1
Rates of diagnosis and treatment of ADHD are higher among children born in August than among children born in September in states with a September 1 cutoff for kindergarten entry.,2
"Although the barrier prevented suicides at Bloor Street Viaduct, the rate of suicide by jumping in Toronto remained unchanged. This lack of change might have been due to a reciprocal increase in suicides from other bridges and buildings.",2
Decolonization with universal Chlorhexidine bathing and targeted mupirocin for MRSA carriers did not reduce multidrug-resistant organisms or all-pathogen bloodstream infection in all non-critical care patients.,3
We present the first evidence of an association between air pollution in early life and RHD,1
"Ponatinib had significant antileukemic activity across categories of disease
stage and mutation status.",3
"The prognostic significance of minor isolated Q waves varies across races/ethnicities; they carry a high risk for future cardiovascular events in apparently healthy Hispanics, but not in whites or blacks.",2
"This study supports the hypothesis that DASH is beneficial in heart failure prevention within the individuals aged less than 75 years subgroup, an idea that to date was substantiated only by much smaller studies or in less diverse patient populations.",2
"Compared with the preimplementation period, there were
significant decreases in median times to final rapid test result (39.1 vs 22.4 hours, P < .001),
discontinuation of isolation",3
"Among patients receiving antithrombotic therapy after MI, the use of NSAIDs was associated with increased risk of bleeding and excess thrombotic events, even after short-term treatment.",3
Higher income systematically explains obesity in children,2
"Higher fruit, vegetable, and legume consumption was associated with a lower risk of non-cardiovascular,
and total mortality",0
"Among adults with isovolemic anemia following radical gastrectomy, the use of ferric carboxymaltose compared with placebo was more likely to result in improved hemoglobin response at 12 weeks.",3
"Our results support the potential beneficial effect of GPi DBS
on disabling tic reduction and improvement of quality of life.",3
LHW outreach was effective in increasing CRC screening in Vietnamese Americans.,3
Smokers had a lower likelihood of reemployment at 1 year and were paid significantly less than nonsmokers when reemployed.,2
Findings suggest that e-cigarettes may hold promise as a smoking-cessation method and that they are worthy of further study using more-rigorous research designs.,1
"We reported a modest excess of cancer cases in the WTC-exposed cohort. We remain cautious in our interpretation of this finding because the time since 9/11 is short for cancer outcomes, and the reported excess of cancers is not limited to specific organ types.",2
Our analyses suggest that SNAP participants have lower dietary quality than their income-eligible nonparticipant counterparts.,1
"Ganglionic AChR-Ab level of at least 0.40 nmol/L is a moderately sensitive and highly specific marker for severe AF, as is a level of at least 0.20 nmol/L for moderate AF if CASS score is coupled with anhidrosis of 25% or more, among patients with suspected ganglionic AChR-Ab autoimmune autonomic ganglionopathy.",0
"We found that SD is associated with an ascending homicide trajectory. This result generally supports the notion that poor social structural conditions can create ‘space’ for criminal behavior and groups and, consequently, violent death.",1
"The more transitions people made in/out of social housing, the greater the impact on mental health and psychological distress, supporting the case for provision of more stable forms of social housing.",2
Off-label use of prescription drugs is associated with ADEs.,3
Significant increasing trends were also observed for mortality and in individuals with a baseline age B45.,2
This pooled analysis of four large population-based cohorts suggests an important contribution of an imbalanced redox system to the etiology of mainly fatal MI and stroke events.,2
Our study showed that paternal age was associated with the relative rate of stillbirth in a J-shaped manner with the highest hazard ratios among fathers aged more than 40 years,2
This study provides evidence to support Durkheim’s hypothesis that parenthood confers a protective effect against suicide.,3
"Emphysema-like lung on CT was associated with all-cause mortality among persons without airflow obstruction or COPD in a general population sample, particularly among smokers.",2
"In conclusion, DiCCB exposure was associated with a reduced risk of incident Parkinson’s disease, particularly in older patients, and with reduced mortality among patients with Parkinson’s disease.",2
"Adherence was not improved by an educational intervention, which highlights both the complexity and poor predictability of attempting to alter the behaviour of health care providers",3
"Cholesterol efflux capacity, a new biomarker that characterizes a key step in reverse cholesterol transport, was inversely associated with the incidence of cardiovascular events in a population-based cohort.",2
"Gender disparity existed overall in grant and personnel award success rates, especially for grants directed to selected research communities.",2
"For women in either BMI category at conception, GWG was more than 2 kg higher, on average, for women with weight loss before pregnancy than for women with stable weight or moderate weight variation.",2
Endocarditis is a substantial clinical marker for presence of occult cancer.,1
We found higher levels of estrogens and androgens in Japanese Brazilians than in Japanese and levels similar to or higher than in non-Japanese Brazilians.,1
Associations between workplace factors and CVD risk factors in mid-adulthood arise in part from social and health disadvantage originating earlier in life.,1
"The occurrence of grade II–IV acute or
chronic GVHD each increases overall mortality
after UCBT for AML mitigating the possible graft versus-
leukemia effect of GVHD.",3
"The setting and provider type did not influence the effectiveness
of preventive oral health services on children’s overall oral health.",3
"These results provide clear evidence for a Dependent Coverage Provision−associated
impact on insurance coverage in young adult cancer patients; however, clear impacts on diagnosis stage are less evident.",3
Intervention group mothers had significant improvements in 3 of 5 subscales and in total AdultAdolescent Parenting Inventory-2 scores relative to the comparison group,3
"In this cross-sectional study, lack of emotional support, increased trait anxiety, and more depressive symptoms were associated with retinopathy signs, independently of other known risk factors.",2
Infection with HIV is associated with a 50% increased risk of AMI beyond that explained by recognized risk factors.,2
Combining performance-based user testing with expertise in writing for patients and information design led to a significantly improved and preferred information sheet,3
"In-hospital mortality and late mortality were lower in the surgically treated group (26.6% vs 41.8%; absolute risk reduction [ARR], -15.2%; P=.004 and 29.7% vs 46.2%; ARR, -16.5%; P=.002, respectively). Operation was independently associated with a lower risk of in-hospital mortality (odds ratio, 0.42; 95% CI, 0.22-0.79; P=.007). Operation was associated with reduced mortality in patients with paravalvular complications (ARR, -40.5%), severe heart failure (ARR, -32%), and native valve endocarditis (ARR, -17.8%).",1
A low-carbohydrate diet is associated with favorable changes in cardiovascular disease risk factors at 2 years.,2
"In this longitudinal population-based study, we found that, after adjustment for familial confounding, epilepsy was not associated with increased risk of violent crime, questioning expert opinion that has suggested a causal relationship. In contrast, although there was some attenuation in risk estimates after adjustment for familial factors and substance abuse in individuals with traumatic brain injury, we found a significantly increased risk of violent crime.",2
"Among serodifferent heterosexual and MSM couples in which the HIV-positive partner was using suppressive ART and who reported condomless sex, there were no documented cases of within-couple HIV transmission",3
Both LC and LF hypoenergetic diets achieved similar reductions in body weight and were associated with improvements in PWV and a number of endothelium-derived factors.,1
"Compared with the ""best"" combination of lean family BMI history and more walkable neighborhoods, women in all of the other three family weight history/neighborhood categories show greater risks of obesity.",2
"Although the characteristics of people living in deprived neighbourhoods may influence the probability that a woman will experience IPV, higher-order contextual dynamics do not seem to affect this risk",3
"More than 2 out of 3
patients who had hip fracture surgery
were women; however, women were
less likely to receive perioperative geriatric
care and anesthesia consultations.",0
"Ibrutinib was associated with a high frequency of durable remissions in patients with
relapsed or refractory CLL and small lymphocytic lymphoma, including patients with
high-risk genetic lesions.",2
"After the introduction of rotavirus vaccination for infants, significant declines for three full years were observed in under-5-y diarrhea-related mortality and hospital admissions for diarrhea in Brazil.",2
"Racial/ethnic differences in CRC screening vary across healthcare systems, particularly for blacks, and may be more pronounced in systems with intensive CRC screening approaches.",1
"Although asthma is a helper T cell type 2–predominant condition, it may increase the risks of helper T cell type 1–polarized proinflammatory conditions, such as CHD and DM.",3
Endocarditis is a substantial clinical marker for presence of occult cancer.,2
"Compared with mammography screening participants, non-participants were more likely to discontinue adjuvant hormone therapy, with an adjusted hazard ratio (HR) of 1.30 (95% CIs, 1.11 to 1.53)",1
"Our results make several contributions: (i) we show that a new middle class, rising out of poverty, is the most exposed to the risks of adiposity; (ii) as individuals from the upper class seem to be fatter than individuals from the upper-middle class, we can reject the assumption of an inverted U-shaped relationship between socioeconomic and anthropometric status as commonly suggested in emerging economies; (iii) the influence of SES on central adiposity appears to be particularly strong for men.",3
Excess expenditures associated with diabetes were substantial among both AMI and AIS patients,3
Exposure to modest levels of arsenic in drinking water was associated with increased risk of T2DM in Bangladesh,1
"There was no consistent relationship between prior HF hospitalizations and
1-year mortality in moderate- or high-risk HF patients. In otherwise “low-risk” HF inpatients, a history of 2 or more HF hospitalizations within the prior 12 months markedly increases 1-year mortality risk",1
CBT-based counselling with HBCSS produced the largest weight reduction without any significant weight gain during follow-up,3
We disclose for the first time important independent associations between PCT and the risk for all-cause and cancer mortality in apparently healthy men.,0
This study provides compelling evidence for a link between pSTAT3 and trastuzumab resistance in HER2-positive primary breast cancers.,1
The extent of CAC accurately predicts 15-year mortality in a large cohort of asymptomatic patients,1
The initiation of tramadol therapy is associated with an increased risk of hypoglycemia requiring hospitalization,1
Children repeatedly exposed to procedures requiring general anesthesia before age 2 years are at increased risk for the later development of ADHD even after adjusting for comorbidities,2
People using oral bisphosphonates for the first time may be at a higher risk of scleritis and uveitis compared to people with no bisphosphonate use,2
"Among MS patients, influenza infection was associated with increased risk for acute  hospitalization",1
"LABA and inhaled corticosteroid combination therapy, compared with newly prescribed LABAs alone, was associated with a significantly lower risk of the composite outcome of death or COPD  hospitalization",2
"Use of CAD during screening mammography among Medicare enrollees is associated with increased DCIS incidence, the diagnosis of invasive breast cancer at earlier stages, and increased diagnostic testing among women without breast cancer",0
"This is the first study showing that type 1 diabetes is associated with compositional changes in gut microbiota. The significant differences in the number of Bifido-bacterium, Lactobacillus and Clostridium and in the Firmicutes to Bacteroidetes ratio observed between the two groups could be related to the glycemic level in the group with diabetes. Moreover, the quantity of bacteria essential to maintain gut integrity was significantly lower
in the children with diabetes than the healthy children",1
"We investigated for the first time the relation between IF1 levels and long-term prognosis in CAD patients, and found an independent negative association.",2
We find that the use of healthcare today is associated with an increase in healthcare use in the same local area (group of villages) in future time periods,1
"Among middle-aged Korean men, obesity or severe weight gain was detrimental to CVD mortality. An increase in BMI appeared to have a predictive value for CVD mortality, especially when used in combination with baseline BMI level. In contrast, moderate weight gain in non-obese men seemed to protect against non-CVD and all-cause mortality.",0
"Soft drink consumption is significantly linked to overweight, obesity, and diabetes worldwide",2
"The risk of dementia diagnosis decreased over time after TBI, but it was still evident >30 years after the trauma.",3
"Our major findings can be summarized as follows: firstly, we show a negative association between temporary employment and health that results from a statistical causal effect in the work-to-health direction, and does not trivially derive from a selection of healthier individuals in the group of people who find permanent jobs (selection effect).",2
"In older adults, a prudent dietary pattern showed an inverse dose-response relationship with the risk of frailty while a Westernized pattern had a direct relationship with some of their components.",2
"A 25 cent-per-drink alcohol tax increase would reduce excessive drinking, and higher-risk drinkers would pay the substantial majority of the net tax increase.",3
"Use of e-cigarettes by U.S. young adults, most of which is not  intended to help reduce smoking, is related to more rather than less frequent and  intensive cigarette smoking.",0
"Integrated care management according to the ABC pathway resulted in a significantly lower rate of CVEs, suggesting a clear benefit of a holistic approach to optimize the management of patients with AF.",3
"In this large study, greater adherence to the Mediterranean diet was associated with longer telomeres.",1
"Compared with distraction hearing screening, a newborn hearing screening program was associated with better developmental outcomes at age 3 to 5 years among children with permanent childhood hearing impairment.",2
"Reduced growth velocity between 28 and 36 weeks’ gestation among fetuses born AGA is associated with antenatal, intrapartum and neonatal indicators of placental insufficiency",2
"Participants with weekly PAI scores of 100 or greater had 36% (95% CI,
21%-48%) and 24% (95% CI, 10%-35%) lower risk of mortality from CVD and all causes, respectively,
compared with the inactive group.",1
"State Medicaid expansions to cover low-income adults were significantly associated with reduced mortality as well as improved coverage, access to care, and self-reported health.",2
"Participatory-based, experiential, competency-building professional development is an effective strategy for increasing students’ MVPA and total activity in low-income schools.",3
"In multivariable analyses, continued breastfeeding between 6 and 11 months was associated with
approximately halved odds of both being overfat (adjusted odds ratio [aOR] = 0.43, 95%
confidence interval [CI] 0.21–0.91, P = 0.027) and overweight (aOR = 0.46, CI 0.26–0.82, P = 0.0083), but the association with prehypertension did not reach statistical significance
(aOR = 0.72, CI 0.38–1.37, P = 0.32).",1
"Family history of type 2 diabetes (particularly FH1) is associated with both increased risk of becoming overweight/obese and with a greater susceptibility to the negative consequences of increasing body fat, probably as a consequence of an increased propensity to accumulate ectopic (nonsubcutaneous) fat.",2
"These results provide no evidence to support an inverse association between vitamin D status and colon or rectal cancer risk; instead, they suggest a positive association for colon cancer.",2
Current VA DXA testing practices are ineffective overall...Targeted DXA testing in higher-risk men was associated with a lower fracture risk.,3
"While incarceration exposure has adverse consequences for health outcomes of mothers and newborns, incarceration exposure may not carry unique implications for maternal and newborn wellbeing be- yond the clustering of other stressful life events",3
"Substitutive home hospitalization reduced cost, health care use, and readmissions while increasing physical activity compared with usual hospital care.",3
"Low to moderate chronic arsenic exposure, as measured in urine, was prospectively associated with cardiovascular disease incidence and mortality.",2
"The annual reduction in provision of mental illness beds
was associated with the rate of involuntary admissions over the short to
medium term, with the closure of two mental illness beds leading to one
additional involuntary admission in the subsequent year",3
"The results suggest that maternal use of β-blockers in the first trimester is not associated with a large increase in the risk for overall malformations or cardiac malformations, independent of measured confounders.",2
A healthy ND improves blood lipid profile and insulin sensitivity and lowers blood pressure at clinically relevant levels in hypercholesterolaemic subjects.,3
"Among Medicare beneficiaries in intervention communities, compared with those in uninvolved communities, all-cause 30-day rehospitalization and all-cause hospitalization declined.",2
The lack of an overall association between eCRF and stroke risk in blacks suggests that assessment of eCRF in blacks may not be helpful in primary stroke prevention.,2
"Increased continuity was associated with an overall decrease in overuse, suggesting a potential benefit of high-continuity care; however, the strength and direction of the association varied according to the specific procedure.",2
"This is the first report of a decrease in incidence of HGAs within 3 years after the implementation of a
population-wide HPV vaccination programme",2
"During the intervention, current (past 30 day) smoking decreased from 57% (baseline) to 48% (at follow-up 3; P = .002), and daily smoking decreased from 22% to 15% (P < .001).",3
Our analysis did not find a significant teratogenic effect from maternal use of statins in the first trimester.,2
Colonoscopy with polypectomy can be associated with strongly reduced risk for CRC in the population setting.,0
"More than 2 out of 3 patients who had hip fracture surgery were women; however, women were less likely to receive perioperative geriatric care and anesthesia consultations.",2
"In this large cohort study of older adults, serum 25(OH)D levels were inversely associated with incident diabetes in women but not in men.",1
"In this urban tri-ethnic cohort, social isolation was prevalent and associated with
indices of low socioeconomic status",1
By far the strongest association was between alcohol intake and an increased risk of breast cancer.,2
Our results suggest that neither prescribed vaginal estradiol tablet nor over-the-counter vaginal moisturizer provides additional benefit over placebo vaginal tablet and gel in reducing postmenopausal vulvovaginal symptoms.,3
"Human papillomavirus vaccination was not associated with increases in STIs in a large cohort of females, suggesting that vaccination is unlikely to promote unsafe sexual activity.",2
Ponatinib had significant antileukemic activity across categories of disease stage and mutation status.,3
These findings support an association between cumulative exposure to maternal depression or anxiety and asthma development in offspring.,3
"Higher life expectancy goes together with a longer period of cognitive impairment, but not for higher levels of education: that extends life in good cognitive health but shortens the period of cognitive impairment.",3
Our findings showed that children with possible developmental coordination disorder were at greater risk of overweight and obesity than children without the disorder. This risk did not diminish over the study period.,2
"After adjusting for potential confounding factors, we found 55% lower risk of
neonatal mortality [hazard ratio (HR) 0.45, 95% confidence interval (CI) 0.42–0.48] among
women who met both WHO recommendations for ANC (first visit within the first trimester and at least four visits during pregnancy) in pooled analysis",2
"Higher life expectancy goes together with a longer period of cognitive impairment, but not for higher levels of education: that extends life in good cognitive health but shortens the period of cognitive impairment.",3
"Reduced-intensity conditioning had several advantages compared with MAC, including
less mucositis, less haemorrhagic cystitis, faster platelet engraftment, the need for fewer transfusions and less TPN, and fewer CMV infections.",0
The case fatality rate was found to remarkably increase with travel distance from the nearest hospital: ranging from 0.6% to more than 19% at 20 km.,2
"Independent of household wealth, country development, and other sociodemographic factors, the more ICTs in a household, the more likely that women will reject
wife-beating justifications.",2
"he race/ethnicity and income pattern of opioid overdoses mirrored prescription rates, suggesting that differential exposure to opioids via the health care system may have induced the large, observed racial/ethnic gradient in the opioid epidemic.",2
Patients with YOD had the highest hospitalization rates by attained age.,1
"The combination of statin treatment and increased fitness resulted in substantially lower mortality risk than either alone, reinforcing the importance of physical activity for individuals with dyslipidaemia.",2
"This study indicates that prenatal SSRI exposure may not be causally related to
offspring birth size.",3
The association between SNAP participation and lower dietary quality was statistically significant among women,2
"Ibrutinib was associated with a high frequency of durable remissions in patients with relapsed or refractory CLL and small lymphocytic lymphoma, including patients with high-risk genetic lesions.",1
"Overall, patients with rheumatoid arthritis who have not
been treated with biological drugs are not at increased risk of invasive
melanoma compared with the general population. Rheumatoid arthritis
patients selected for TNF inhibitor treatment are not at increased overall
risk for cancer but have a 50% increased relative risk of invasive
melanoma",2
Women with RA had a high prevalence of most adverse birth outcomes.,0
Prior hospitalization for syncope was associated with increased risk of motor vehicle crashes throughout the follow-up period.,1
"As adjuvant therapy for high-risk stage III melanoma, ipilimumab at a dose of 10 mg per kilogram resulted in significantly higher rates of recurrence-free survival, overall survival, and distant metastasis–free survival than placebo.",1
"the estimated infant doses from breast milk and resultant infant plasma concentrations for tenofovir and emtricitabine were 12,500 and 200-fold lower than the respective proposed infant therapeutic doses",2
"Vegetarian diets are associated with lower all-cause mortality
and with some reductions in cause-specific mortality",0
"Among US adults, higher consumption of dietary cholesterol
or eggs was significantly associated with higher risk of incident CVD and all-cause mortality in a dose-response manner",0
"suPAR plasma level determined at early
SIRS is predictive for mortality.",1
This study suggests that the use of statins is associated with a significant reduction in the occurrence of venous thromboembolism.,2
"These findings suggest that current WHO-recommended ART regimens appear relatively safe in pregnancy, although more data are required to understand the aetiology of preterm delivery in HIV-infected women using ART.",3
Estradiol-only therapy was accompanied with a slightly increased risk of meningioma.,2
The initiation of tramadol therapy is associated with an increased  risk of hypoglycemia requiring hospitalization.,0
"Morphine was not superior to ibuprofen, and both drugs decreased pain with no apparent difference in efficacy.",3
"These results indicate a U-shaped association between fish consumption and all-cause mortality, particularly amongst women.",0
"This increase slowed down after retirement, most prominently for limitations in large muscle functions.",2
Our study indicated that low education is a causal risk factor in the development of lung cancer.,3
"Our findings support the established association between lifetime alcohol intake and breast cancer and provide evidence for an increased risk associated with heavy episodic drinking, especially among moderate lifetime drinkers.",0
"ANC attendance is protective against neonatal mortality in the LMICs studied, although differences exist across countries and regions.",2
"In this single-group evaluation of 100 patients before and after sphincter augmentation with a magnetic device, exposure to esophageal acid decreased, reflux symptoms improved, and use of proton-pump inhibitors decreased.",3
Elder abuse was associated with increased rates of hospitalization in this community population.,1
"BRCA2 mutation, but not BRCA1 deficiency, is associated with improved survival, chemotherapy response, and genome instability compared with BRCA wild-type.",1
"In the fully adjusted model, those with an ACB of >3 had 59% relative risk of incident stroke (HR (95% CI) 1.59 (1.34 - 1.89)) and 86% relative risk of stroke mortality (1.86 (1.37 - 2.53)) compared to those in ACB 0 category.",2
"Two-way SMS with a nurse, including optional male participation, increased postpartum contraceptive use.",3
"Compared with statin non-initiators (n ¼ 5583), statin initiators (n ¼ 5597) had a lower propensity score-adjusted risk for death (hazard ratio 0.79; 95% confidence interval [CI], 0.71-0.88) and cardiovascular hospitalizations (hazard ratio 0.90; 95% CI, 0.82-1.00).",2
"Although our data do not establish a causal relationship, there has been a substantial reduction in AP prescribing and a significant increase in IE incidence in England since
introduction of the NICE guidelines in 2008.",0
Hispanics who were socially isolated had a greater risk for increased left ventricular mass.,1
"We link foreclosure data (RealtyTrac) and suicide data (CDC) from 174 metropolitan areas from 2005 to 2010 (1044 MSA-year observations) and find that—net of time invariant unobserved between-metro area differences, national time trends, and time-varying confounders—a rise in the foreclosure rate is associated with a marginal increase in suicide, but this main effect masks considerable heterogeneity across groups.",2
"Adherence was not improved by an educational intervention, which highlights both the complexity and poor predictability of attempting to alter the behaviour of health care providers",3
The study did not support an overall effect of post-diagnosis low-dose aspirin use on prostate cancer mortality.,1
"Endovascular repair, as compared with open repair, of abdominal aortic aneurysm was associated with a substantial early survival advantage that gradually decreased over time.",0
"Patients with chronic kidney disease often receive inappropriately high gabapentin dosage for their kidney function, occasioning overt toxicity; advanced age and comorbidity predispose these patients for toxicity.",3
"Men who received IMRT vs CRT showed no significant difference in rates of long-term gastrointestinal morbidity (RR,0.95; 95% CI, 0.66-1.37), urinary nonincontinent morbidity (0.93; 0.66-1.33), urinary incontinence (0.98; 0.71-1.35), or erectile dysfunction (0.85; 0.61-1.19).",2
"A reduced risk of dementia was associated with early- (RR 0.57; 95% CI 0.36–0.90), adult- (RR 0.60; 95% CI 0.42–0.87), and latelife (RR 0.52; 95% CI 0.37–0.73) reserve-enhancing latent factors in separate multivariable Cox models.",0
"Among young survivors of first myocardial infarction followed-up longitudinally, smoking cessation is associated with lower risk of cancer. Reducing consumption among smokers may also be beneficial.",1
"Patients with outbreak-related illness were significantly more likely to have eaten cantaloupe than were patients 60 years of age or older with sporadic illness (odds ratio, 8.5; 95% confidence interval, 1.3 to ∞).",3
"Our results suggest that, in young South Asians aged between 10 and 18 years at risk of T2DM, a pragmatic lifestyle modification programme may reduce the incidence of predictors of T2DM and hypertension.",2
"In the first population-based study on this topic, we show that moderate neonatal hypoglycemia is associated with increased risks of impaired neurodevelopment. Current treatment routines for uncomplicated hypoglycemia should be followed.",2
"When controlling for a large range of potential confounders, the risk of mortality was not significantly associated with hypnotic use regardless of the type and duration.",2
"Among patients with acute ischemic stroke, admission to a designated stroke center was associated with modestly lower mortality and more frequent use of
thrombolytic therapy.",1
Dairy consumption was associated with lower risk of mortality and major cardiovascular disease events in a diverse multinational cohort.,1
This large prospective study strongly reinforces other evidence that vodka is a major cause of the high risk of premature death in Russian adults.,3
"Our results suggest that genotypes carrying the C-allele (*1/*1 and *1/*3) at Cyp1B1 Leu432Val polymorphism show a higher response to environmental factors, such as tobacco smoke than homozygote *3/*3 genotypes.",1
"Severe OSA is associated with cardiovascular death in women, and adequate CPAP treatment may reduce this risk.",2
"Although the small sample size precludes making a definitive conclusion, we found no evidence that prompt surgical treatment of hip fracture in patients on clopidogrel compromises perioperative outcomes.",1
"In our cohort, participation in the LDCT screening study was associated with reduced mortality from LC.",1
